wardId,lat,lng
18445,15.3595172,107.7399345
18957,15.2660581,107.9176312
17933,15.4673503,108.0717219
9485,15.6557978,107.9768875
8717,15.6705181,108.2021667
8461,15.7115637,108.2496145
4109,15.5414603,108.2614775
15885,15.9883523,107.7873095
15629,15.9885543,107.9176312
23309,15.480187,108.5819378
269,15.4903619,108.6591293
23053,15.3698036,108.5581899
23821,15.5497384,108.5581899
1293,15.9533498,108.5166348
16909,15.8310405,107.5031811
2573,15.5866093,108.3919991
7181,15.7894675,108.3919991
6925,15.7259324,108.3445308
7693,15.6746836,108.4157357
7949,15.6357579,108.3445308
7437,15.693098,108.463214
3853,15.4473272,108.308934
1037,15.7744106,107.775465
10509,15.7914826,108.1072924
13581,15.8534,107.954903
3597,15.5005881,108.3445308
5133,15.3360991,108.024301
4621,15.2119177,108.2318208
6669,15.246014,108.024301
4365,15.3532759,108.3563972
6413,15.017162,108.0717219
5389,15.3530382,108.2258897
4877,15.3139798,108.154726
5901,15.1520818,108.0717219
6157,15.0851101,108.2021667
17677,15.5946156,108.1665855
13837,15.8571559,108.0657939
8973,15.7977112,108.2970692
15388,11.6049105,108.6888227
16156,11.813231,108.8313832
15900,11.8906588,108.9739954
16412,11.9911516,108.7838572
10268,12.4053877,108.9621091
6940,12.6718738,109.0690976
13340,11.3616536,108.9145675
4380,12.0048603,109.0572086
4636,12.0703653,109.0572086
4124,12.0955342,109.1642208
14620,11.7818806,109.1285472
2076,12.5948998,109.3664237
9244,12.3074813,109.1047663
8732,12.2468822,109.1107114
8988,12.247772,109.0601808
9500,12.3143255,109.0096562
9756,12.2503477,108.985882
12060,11.9880298,108.985882
8220,12.5958964,109.0572086
11548,12.0148485,108.9145675
11292,12.1998585,108.9264524
15132,11.8229376,108.6888227
15644,11.6824581,108.8313832
2588,11.8270873,109.1047663
11036,12.2065753,108.8313832
1052,12.4051548,109.1166566
13852,11.6545947,109.0809868
12316,11.5338143,108.9383377
14876,11.7627572,108.7719766
2844,11.411962,108.9739954
13596,11.5146871,108.736337
12828,11.6038561,108.8670315
12572,11.5486751,108.878915
4892,12.1493729,109.0215438
10012,12.2157794,109.0869316
7452,12.5081266,109.0572086
11804,12.0635304,108.8432656
10780,12.2975581,108.7838572
7964,12.5471118,108.9739954
14364,11.756607,109.0215438
13084,11.4182869,108.878915
10524,12.4257494,108.8313832
1564,12.7995497,109.2712585
1308,12.6310111,109.1761126
8476,12.7425738,109.1523292
1820,12.7295118,109.2534171
3868,11.7133022,109.1761126
14108,11.6552431,108.9918254
7959,10.8093611,106.9240554
8215,10.8757952,107.0007987
8983,11.0004368,107.1071
7447,10.8404645,107.0480378
8471,10.9477227,106.978809
24087,11.7983744,106.8532381
15639,11.8777656,107.172085
14871,11.7986378,107.2075388
