districtId,lat,lng
302,18.5564451,105.6999122
336,20.9459351,106.0698963
347,12.5079519,109.1344926
724,10.5547606,106.4052541
409,22.3404698,103.8564085
380,22.3554825,103.2663479
458,18.7916127,105.7175138
725,19.2747793,105.6764461
692,19.2898498,105.4360963
466,20.1605304,105.8642593
486,21.4252786,105.2311827
491,13.5066337,109.2474701
720,17.7534269,106.4111425
523,14.7973289,108.9621091
539,21.0780819,106.493598
559,16.6681282,107.1366365
727,10.4050639,106.1186715
631,20.0636092,105.9112424
626,19.7671311,105.6424003
634,16.4220519,107.6866471
734,9.9024377,106.3404925
666,10.085108,105.8172881
713,21.5922885,104.4781532
